img	modality	source	img_path	higher_modality	split_set
1471-2091-7-24-1-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2091-7-24-1-1.jpg	EXPERIMENTAL	VAL
1471-2091-7-24-1-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2091-7-24-1-2.jpg	EXPERIMENTAL	TRAIN
1471-2091-8-16-4-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2091-8-16-4-1.jpg	EXPERIMENTAL	VAL
1471-2091-8-16-4-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2091-8-16-4-2.jpg	EXPERIMENTAL	TRAIN
1471-2091-8-16-4-3.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2091-8-16-4-3.jpg	EXPERIMENTAL	TRAIN
1471-2091-9-4-3-10.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2091-9-4-3-10.jpg	EXPERIMENTAL	TRAIN
1471-2091-9-4-3-5.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2091-9-4-3-5.jpg	EXPERIMENTAL	TRAIN
1471-2121-10-10-3-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2121-10-10-3-2.jpg	EXPERIMENTAL	TRAIN
1471-2121-10-10-3-3.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2121-10-10-3-3.jpg	EXPERIMENTAL	TRAIN
1471-2121-10-27-2-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2121-10-27-2-1.jpg	EXPERIMENTAL	TRAIN
1471-2121-10-27-2-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2121-10-27-2-2.jpg	EXPERIMENTAL	TRAIN
1471-2121-10-27-2-3.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2121-10-27-2-3.jpg	EXPERIMENTAL	TRAIN
1471-2121-10-27-2-4.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2121-10-27-2-4.jpg	EXPERIMENTAL	TRAIN
1471-2121-2-16-8-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2121-2-16-8-1.jpg	EXPERIMENTAL	TRAIN
1471-2121-5-40-2-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2121-5-40-2-1.jpg	EXPERIMENTAL	TRAIN
1471-2121-7-16-4-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2121-7-16-4-1.jpg	EXPERIMENTAL	TRAIN
1471-2121-9-26-3-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2121-9-26-3-1.jpg	EXPERIMENTAL	TRAIN
1471-2121-9-26-5-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2121-9-26-5-1.jpg	EXPERIMENTAL	TRAIN
1471-2121-9-26-5-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2121-9-26-5-2.jpg	EXPERIMENTAL	TRAIN
1471-213X-10-102-1-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-213X-10-102-1-2.jpg	EXPERIMENTAL	TRAIN
1471-213X-10-102-1-4.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-213X-10-102-1-4.jpg	EXPERIMENTAL	VAL
1471-2148-6-103-2-3.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2148-6-103-2-3.jpg	EXPERIMENTAL	TRAIN
1471-2148-8-302-2-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2148-8-302-2-1.jpg	EXPERIMENTAL	TRAIN
1471-2148-8-302-2-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2148-8-302-2-2.jpg	EXPERIMENTAL	TRAIN
1471-2148-8-302-2-3.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2148-8-302-2-3.jpg	EXPERIMENTAL	TRAIN
1471-2148-8-36-3-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2148-8-36-3-2.jpg	EXPERIMENTAL	TRAIN
1471-2164-10-201-2-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2164-10-201-2-1.jpg	EXPERIMENTAL	TRAIN
1471-2164-10-68-4-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2164-10-68-4-1.jpg	EXPERIMENTAL	TRAIN
1471-2164-10-68-4-3.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2164-10-68-4-3.jpg	EXPERIMENTAL	VAL
1471-2164-12-428-2-10.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2164-12-428-2-10.jpg	EXPERIMENTAL	TRAIN
1471-2164-12-428-2-11.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2164-12-428-2-11.jpg	EXPERIMENTAL	TRAIN
1471-2164-12-428-2-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2164-12-428-2-1.jpg	EXPERIMENTAL	VAL
1471-2164-12-428-2-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2164-12-428-2-2.jpg	EXPERIMENTAL	TRAIN
1471-2164-12-428-2-3.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2164-12-428-2-3.jpg	EXPERIMENTAL	VAL
1471-2164-12-428-2-4.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2164-12-428-2-4.jpg	EXPERIMENTAL	TRAIN
1471-2164-12-428-2-5.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2164-12-428-2-5.jpg	EXPERIMENTAL	TRAIN
1471-2164-12-428-2-6.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2164-12-428-2-6.jpg	EXPERIMENTAL	TRAIN
1471-2164-12-428-2-7.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2164-12-428-2-7.jpg	EXPERIMENTAL	TRAIN
1471-2164-12-428-2-8.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2164-12-428-2-8.jpg	EXPERIMENTAL	VAL
1471-2164-12-428-2-9.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2164-12-428-2-9.jpg	EXPERIMENTAL	TRAIN
1471-2164-5-41-2-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2164-5-41-2-1.jpg	EXPERIMENTAL	TRAIN
1471-2164-5-41-2-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2164-5-41-2-2.jpg	EXPERIMENTAL	TRAIN
1471-2164-6-48-2-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2164-6-48-2-1.jpg	EXPERIMENTAL	TRAIN
1471-2164-9-272-3-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2164-9-272-3-1.jpg	EXPERIMENTAL	TRAIN
1471-2164-9-272-3-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2164-9-272-3-2.jpg	EXPERIMENTAL	TRAIN
1471-2172-6-24-2-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2172-6-24-2-1.jpg	EXPERIMENTAL	TRAIN
1471-2172-9-49-1-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2172-9-49-1-2.jpg	EXPERIMENTAL	TRAIN
1471-2180-10-251-2-4.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2180-10-251-2-4.jpg	EXPERIMENTAL	TRAIN
1471-2180-10-3-4-3.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2180-10-3-4-3.jpg	EXPERIMENTAL	VAL
1471-2180-11-129-1-3.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2180-11-129-1-3.jpg	EXPERIMENTAL	TRAIN
1471-2180-11-129-1-4.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2180-11-129-1-4.jpg	EXPERIMENTAL	TRAIN
1471-2180-3-22-1-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2180-3-22-1-1.jpg	EXPERIMENTAL	TRAIN
1471-2180-3-22-1-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2180-3-22-1-2.jpg	EXPERIMENTAL	TRAIN
1471-2180-3-22-1-3.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2180-3-22-1-3.jpg	EXPERIMENTAL	TRAIN
1471-2180-5-57-7-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2180-5-57-7-1.jpg	EXPERIMENTAL	TRAIN
1471-2180-6-6-4-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2180-6-6-4-1.jpg	EXPERIMENTAL	TRAIN
1471-2180-6-6-4-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2180-6-6-4-2.jpg	EXPERIMENTAL	TRAIN
1471-2180-7-69-3-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2180-7-69-3-1.jpg	EXPERIMENTAL	TRAIN
1471-2180-7-69-3-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2180-7-69-3-2.jpg	EXPERIMENTAL	TRAIN
1471-2180-7-69-3-3.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2180-7-69-3-3.jpg	EXPERIMENTAL	TRAIN
1471-2180-7-69-3-4.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2180-7-69-3-4.jpg	EXPERIMENTAL	VAL
1471-2180-7-69-3-5.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2180-7-69-3-5.jpg	EXPERIMENTAL	TRAIN
1471-2180-7-69-3-6.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2180-7-69-3-6.jpg	EXPERIMENTAL	VAL
1471-2180-7-69-3-7.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2180-7-69-3-7.jpg	EXPERIMENTAL	TRAIN
1471-2180-7-69-3-8.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2180-7-69-3-8.jpg	EXPERIMENTAL	TRAIN
1471-2180-9-183-4-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2180-9-183-4-1.jpg	EXPERIMENTAL	TRAIN
1471-2180-9-183-4-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2180-9-183-4-2.jpg	EXPERIMENTAL	TRAIN
1471-2180-9-183-4-3.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2180-9-183-4-3.jpg	EXPERIMENTAL	VAL
1471-2180-9-183-4-4.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2180-9-183-4-4.jpg	EXPERIMENTAL	TRAIN
1471-2199-10-24-5-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2199-10-24-5-1.jpg	EXPERIMENTAL	TRAIN
1471-2199-10-24-5-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2199-10-24-5-2.jpg	EXPERIMENTAL	TRAIN
1471-2199-10-24-6-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2199-10-24-6-2.jpg	EXPERIMENTAL	TRAIN
1471-2199-10-5-3-3.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2199-10-5-3-3.jpg	EXPERIMENTAL	TRAIN
1471-2199-10-83-7-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2199-10-83-7-1.jpg	EXPERIMENTAL	TRAIN
1471-2199-11-10-3-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2199-11-10-3-1.jpg	EXPERIMENTAL	TRAIN
1471-2199-11-10-5-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2199-11-10-5-1.jpg	EXPERIMENTAL	VAL
1471-2199-11-10-5-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2199-11-10-5-2.jpg	EXPERIMENTAL	TRAIN
1471-2199-11-10-5-3.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2199-11-10-5-3.jpg	EXPERIMENTAL	TRAIN
1471-2199-11-51-9-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2199-11-51-9-2.jpg	EXPERIMENTAL	TRAIN
1471-2199-11-92-5-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2199-11-92-5-1.jpg	EXPERIMENTAL	TRAIN
1471-2199-12-16-1-3.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2199-12-16-1-3.jpg	EXPERIMENTAL	TRAIN
1471-2199-12-16-8-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2199-12-16-8-1.jpg	EXPERIMENTAL	VAL
1471-2199-12-16-8-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2199-12-16-8-2.jpg	EXPERIMENTAL	VAL
1471-2199-12-16-8-3.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2199-12-16-8-3.jpg	EXPERIMENTAL	TRAIN
1471-2199-12-35-1-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2199-12-35-1-1.jpg	EXPERIMENTAL	TRAIN
1471-2199-12-35-1-3.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2199-12-35-1-3.jpg	EXPERIMENTAL	VAL
1471-2199-12-35-1-6.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2199-12-35-1-6.jpg	EXPERIMENTAL	TRAIN
1471-2199-8-109-4-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2199-8-109-4-2.jpg	EXPERIMENTAL	TRAIN
1471-2199-8-109-4-3.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2199-8-109-4-3.jpg	EXPERIMENTAL	TRAIN
1471-2199-8-23-10-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2199-8-23-10-1.jpg	EXPERIMENTAL	VAL
1471-2199-8-87-10-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2199-8-87-10-1.jpg	EXPERIMENTAL	TRAIN
1471-2199-9-45-2-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2199-9-45-2-1.jpg	EXPERIMENTAL	TRAIN
1471-2199-9-45-2-4.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2199-9-45-2-4.jpg	EXPERIMENTAL	TRAIN
1471-2202-10-59-6-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2202-10-59-6-1.jpg	EXPERIMENTAL	TRAIN
1471-2202-10-59-6-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2202-10-59-6-2.jpg	EXPERIMENTAL	TRAIN
1471-2202-10-59-6-3.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2202-10-59-6-3.jpg	EXPERIMENTAL	TRAIN
1471-2202-10-59-6-4.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2202-10-59-6-4.jpg	EXPERIMENTAL	TRAIN
1471-2202-10-74-3-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2202-10-74-3-1.jpg	EXPERIMENTAL	TRAIN
1471-2202-10-74-3-4.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2202-10-74-3-4.jpg	EXPERIMENTAL	VAL
1471-2202-4-11-1-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2202-4-11-1-1.jpg	EXPERIMENTAL	TRAIN
1471-2202-4-11-1-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2202-4-11-1-2.jpg	EXPERIMENTAL	TRAIN
1471-2202-5-41-1-3.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2202-5-41-1-3.jpg	EXPERIMENTAL	TRAIN
1471-2202-5-41-1-4.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2202-5-41-1-4.jpg	EXPERIMENTAL	TRAIN
1471-2202-5-41-1-5.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2202-5-41-1-5.jpg	EXPERIMENTAL	TRAIN
1471-2202-5-41-1-6.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2202-5-41-1-6.jpg	EXPERIMENTAL	VAL
1471-2202-5-41-1-7.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2202-5-41-1-7.jpg	EXPERIMENTAL	VAL
1471-2202-5-41-1-8.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2202-5-41-1-8.jpg	EXPERIMENTAL	VAL
1471-2202-5-41-1-9.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2202-5-41-1-9.jpg	EXPERIMENTAL	TRAIN
1471-2202-6-25-1-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2202-6-25-1-1.jpg	EXPERIMENTAL	TRAIN
1471-2202-6-25-1-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2202-6-25-1-2.jpg	EXPERIMENTAL	TRAIN
1471-2202-6-25-1-3.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2202-6-25-1-3.jpg	EXPERIMENTAL	TRAIN
1471-2202-8-44-1-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2202-8-44-1-2.jpg	EXPERIMENTAL	TRAIN
1471-2202-8-44-1-3.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2202-8-44-1-3.jpg	EXPERIMENTAL	TRAIN
1471-2202-9-54-3-3.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2202-9-54-3-3.jpg	EXPERIMENTAL	TRAIN
1471-2229-10-287-6-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2229-10-287-6-2.jpg	EXPERIMENTAL	TRAIN
1471-2229-10-287-6-3.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2229-10-287-6-3.jpg	EXPERIMENTAL	TRAIN
1471-2229-10-61-3-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2229-10-61-3-1.jpg	EXPERIMENTAL	TRAIN
1471-2229-10-61-3-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2229-10-61-3-2.jpg	EXPERIMENTAL	TRAIN
1471-2229-11-68-4-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2229-11-68-4-1.jpg	EXPERIMENTAL	TRAIN
1471-2229-11-68-4-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2229-11-68-4-2.jpg	EXPERIMENTAL	VAL
1471-2229-11-68-4-3.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2229-11-68-4-3.jpg	EXPERIMENTAL	TRAIN
1471-2229-11-68-4-4.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2229-11-68-4-4.jpg	EXPERIMENTAL	VAL
1471-2229-11-68-4-5.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2229-11-68-4-5.jpg	EXPERIMENTAL	VAL
1471-2229-11-68-4-6.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2229-11-68-4-6.jpg	EXPERIMENTAL	TRAIN
1471-2229-7-2-6-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2229-7-2-6-1.jpg	EXPERIMENTAL	VAL
1471-2229-8-68-5-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2229-8-68-5-2.jpg	EXPERIMENTAL	TRAIN
1471-2229-8-68-5-3.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2229-8-68-5-3.jpg	EXPERIMENTAL	TRAIN
1471-2229-8-68-5-4.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2229-8-68-5-4.jpg	EXPERIMENTAL	TRAIN
1471-2229-8-68-5-5.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2229-8-68-5-5.jpg	EXPERIMENTAL	TRAIN
1471-2229-8-92-1-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2229-8-92-1-2.jpg	EXPERIMENTAL	TRAIN
1471-2229-8-94-1-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2229-8-94-1-2.jpg	EXPERIMENTAL	VAL
1471-2334-6-98-2-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2334-6-98-2-2.jpg	EXPERIMENTAL	VAL
1471-2334-6-98-3-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2334-6-98-3-2.jpg	EXPERIMENTAL	TRAIN
1471-2350-8-32-2-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2350-8-32-2-1.jpg	EXPERIMENTAL	VAL
1471-2350-8-32-2-3.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2350-8-32-2-3.jpg	EXPERIMENTAL	TRAIN
1471-2350-8-32-2-5.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2350-8-32-2-5.jpg	EXPERIMENTAL	VAL
1471-2350-8-32-4-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2350-8-32-4-1.jpg	EXPERIMENTAL	TRAIN
1471-2350-8-32-4-3.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2350-8-32-4-3.jpg	EXPERIMENTAL	TRAIN
1471-2350-8-32-6-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2350-8-32-6-1.jpg	EXPERIMENTAL	TRAIN
1471-2407-10-392-2-4.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2407-10-392-2-4.jpg	EXPERIMENTAL	VAL
1471-2407-10-392-3-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2407-10-392-3-1.jpg	EXPERIMENTAL	TRAIN
1471-2407-10-392-3-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2407-10-392-3-2.jpg	EXPERIMENTAL	TRAIN
1471-2407-10-392-3-6.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2407-10-392-3-6.jpg	EXPERIMENTAL	TRAIN
1471-2407-10-427-1-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2407-10-427-1-1.jpg	EXPERIMENTAL	TRAIN
1471-2407-10-427-1-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2407-10-427-1-2.jpg	EXPERIMENTAL	TRAIN
1471-2407-10-427-1-3.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2407-10-427-1-3.jpg	EXPERIMENTAL	TRAIN
1471-2407-10-538-6-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2407-10-538-6-1.jpg	EXPERIMENTAL	VAL
1471-2407-10-548-2-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2407-10-548-2-1.jpg	EXPERIMENTAL	VAL
1471-2407-10-548-2-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2407-10-548-2-2.jpg	EXPERIMENTAL	VAL
1471-2407-10-58-4-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2407-10-58-4-1.jpg	EXPERIMENTAL	VAL
1471-2407-10-58-4-2.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2407-10-58-4-2.jpg	EXPERIMENTAL	TRAIN
1471-2407-10-58-4-4.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2407-10-58-4-4.jpg	EXPERIMENTAL	TRAIN
1471-2407-10-601-3-1.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2407-10-601-3-1.jpg	EXPERIMENTAL	TRAIN
1471-2407-10-601-3-3.jpg	GEL	clef16	subfigure-classification/2016/train/GGEL/1471-2407-10-601-3-3.jpg	EXPERIMENTAL	TRAIN
